AttributeID,AttributeName,Typ,Owner,Owner2,SingleInstance,MustExist,Hidden,Format,PositionX,PositionY,Visible,Color,Ratio,Size,Direction,Level,DefaultValue,ASSIGNED_LIST,UNIQUE_VALUE,Flags2,DESCRIPTION_86,DESCRIPTION_31,DESCRIPTION_44,DESCRIPTION_33,DESCRIPTION_49,DESCRIPTION_39,DESCRIPTION_81,DESCRIPTION_351,DESCRIPTION_07,DESCRIPTION_34,DESCRIPTION_90,DESCRIPTION_48,USAGE_DESCRIPTION
0,.ECHECK_NOMINAL_CURRENT,2,0,2048,-1,0,0,VALUE,0.0,-40.0,1,1,1,25.0,1,1,,,,0,公称電流 [A],Nominale stroom [A],Nominal current [A],Courant nominal [A],Nennstrom [A],Corrente nominale [A],公称電流 [A],Corrente nominal [A],Номинальный ток [А],Corriente nominal [A],Nominal akım [A],Nominalny prąd [A],
0,.ECHECK_NOMINAL_VOLTAGE,2,0,2048,-1,0,0,VALUE,0.0,-40.0,1,1,1,25.0,1,1,,,,0,公称電圧 [V],Nominale spanning [V],Nominal voltage [V],Tension nominale [V],Nennspannung [V],Tensione nominale [V],公称電圧 [V],Tensão nominal [V],Номинальное напряжение [В],Voltaje nominal [V],Nominal volt [V],Nominalne napięcie [V],
0,.ECHECK_POWER,2,0,2048,-1,0,0,VALUE,0.0,-40.0,1,1,1,25.0,1,1,,,,0,電力 [Watt],Vermogen [Watt],Power [Watt],Puissance [Watt],Leistung [Watt],Potenza [Watt],電力 [Watt],Potência [W],Мощность [Вт],Potencia [Watt],Güç [Watt],Moc [W],
0,.ECHECK_RATING,2,0,2048,-1,0,0,VALUE,0.0,-40.0,1,1,1,25.0,1,1,,,,0,额定值(保险丝最大电流),Nominale (maximale stroom zekering),Rating (max. current fuse),Valeur nominale (courant max. fusible),Nennwert (Maximalstrom Sicherung),Taratura (corrente massima del fusibile),定格 (最大電流フューズ),Classificação (corrente máx. fusível),Номинал предохранителя (макс. ток),Índice (corriente max. fusible),Değerlendirme (max. sigorta akımı),Obciązalność (max. prąd bezpiecznika),
0,.ECHECK_RESISTANCE,2,0,2048,-1,0,0,#.##### Ω,0.0,-40.0,1,1,1,25.0,1,1,,,,0,抵抗 [Ohm],Weerstand [Ohm],Resistance [Ohm],Résistance [Ohm],Widerstand [Ohm],Resistenza [Ohm],抵抗 [Ohm],Resistência [Ohm],Сопротивление [Ом],Resistencia [Ohm],Direnç [Ohm],Rezystancja [Ohm],
0,.ECHECK_SPECIFIC_RESISTANCE,2,17039364,0,-1,0,0,#.###### Ω mm² / m,0.0,-40.0,1,1,1,25.0,1,1,,,,0,比抵抗 [Ohm x mm²/m],Specifieke weerstand [Ohm-mm ² / m],Specific resistance [Ohm x mm²/m],Résistance spécifique [Ohm x mm²/m],Spezifischer Widerstand [Ohm x mm²/m],Resistenza specifica [Ohm x mm²/m],比抵抗 [Ohm x mm²/m],Resistência específica [Ohm x mm²/m],Удельное сопротивление [Ом x мм2/м],Resistencia específica [Ohm x mm²/m],Özgül direnç [Ohm x mm²/m],Oporność [Ohm x mm²/m],
0,.ECHECK_TEST,5,16777221,0,-1,0,0,VALUE,0.0,-40.0,1,1,1,25.0,1,1,,,,0,检测通过,Test doorstaan,Check passed,Contrôle réussi,Prüfung bestanden,Verifica superata,パスした検証,Verificação efetuada,Проверка завершена,Verificación pasada,Geçmişi kontrol et,Poprawne wartości,
0,.ECHECK_VOLTAGE_DROP,2,16777220,2048,-1,0,0,VALUE,0.0,-40.0,1,1,1,25.0,1,1,,,,0,电压降 (二极管) [V],Spanningsverlies (diode) [V],Voltage drop (Diode) [V],Chute de tension (diode) [V],Spannungsabfall (Diode) [V],Caduta di tensione (Diodo) [V],電圧降下(ダイオード) [V],Queda de tensão (diodo) [V],Падение напряжения (Диод) [В],Caída de voltaje (Diodo) [V],Gerilim düşümü (Diyot) [V],Spadek napięcia (Dioda) [V],
0,.ECHECK_WEIGHT,2,17039364,0,-1,0,0,VALUE,0.0,-40.0,1,1,1,25.0,1,1,,,,0,单位线重[kg/km],Draad Gewicht [kg / km],Wire weight [kg/km],Poids de fil [kg/km],Drahtgewicht [kg/km],Peso filo [kg/km]:,ワイヤ重量 [kg/km],Peso do fio [kg/km],Погонная масса провода [кг/км],Peso de hilo [kg/km],Tel ağırlığı [kg/km],Waga przewodu [kg/km],
0,.ENTRY_CABLEDUCT_FOR_AUTOCONNECT,4,5376,0,-1,0,0,VALUE,0.0,-40.0,0,1,1,25.0,1,1,,,,0,自动连接用线槽输入,cable duct entry for autoconnect,Cable duct entry for autoconnect,Entrée de caniveau de câbles pour la connexion automatique,Kabelkanaleintrag für automatisches Verbinden,Sigla canalina per connessioni automatiche,自動接続用にエントリしているケーブルダクト,Canaleta para autoconexão,Вход короба для трассировки,Entrada de conducto de manguera para autoconectar,Kablo kanalı girdisi otomatik bağlantı için,Wejście korytka kablowego dla automatycznego połączenia,
0,.ENTRY_PORT,4,64,0,-1,0,0,VALUE,0.0,-40.0,0,1,1,25.0,1,1,,,,0,端子输入端,terminal port entry,Terminal port entry,Entrée point de raccordement,Klemmstelleneintrag,Sigla porta morsettiere,エントリしているターミナルポート, Dados da porta do Borne,Вход порта клеммы,Entrada de puerto de borne,Terminal port girdisi,Wejście portu złączki,
,.EXTERN,4,2101336,0,-1,0,0,VALUE,0.0,-40.0,1,0,1,20.0,1,1,,,,0,外部连接,externe verbinding,External connection,Connexion externe,Externe Verbindung,Connessione esterna,外部接続,Conexão externa,Внешнее соединение,Conexión externa,Dış bağlantı,Zewnętrzne połączenie,
0,.FILEINFO_CATEGORY,4,16384,0,-1,0,0,VALUE,0.0,-40.0,0,1,1,25.0,1,1,,,,0,文件信息类别,bestandsinformatie Categorie,File information category,Info de fichier Catégorie,Datei-Information Kategorie,Proprietà file: Categoria,ファイル情報(カテゴリ),Informação de arquivo - Categoria,Категория информационного файла,Categoría de información de archivo,Dosya bilgi kategorisi,Kategoria pliku informacji,
0,.FILEINFO_COMMENTS,4,16384,0,-1,0,0,VALUE,0.0,-40.0,0,1,1,25.0,1,1,,,,0,文件信息注释,bestandsinformatie Kommentaar,File information comments,Info de fichier Commentaire,Datei-Information Kommentare,Proprietà file: Commenti,ファイル情報(注釈),Informação de arquivo - Comentário,Комментарий информационного файла,Comentario de información de archivo,Dosya bilgisi yorum,Komentarze pliku informacji,
0,.FILEINFO_KEYWORDS,4,16384,0,-1,0,0,VALUE,0.0,-40.0,0,1,1,25.0,1,1,,,,0,文件信息关键词,bestandsinformatie Trefwoord,File information keywords,Info de fichier Mots clé,Datei-Information Stichwörter,Proprietà file: Parole chiave,ファイル情報(キーワード),Informação de arquivo - Palavras-chave,Ключевые слова информационного файла,Palabras clave de información de archivo,Dosya bilgisi anahtar kelimeler,Słowo kluczowe pliku informacji,
0,.FILEINFO_SUBJECT,4,16384,0,-1,0,0,VALUE,0.0,-40.0,0,1,1,25.0,1,1,,,,0,文件信息主题,bestandsinformatie Thema,File information subject,Info de fichier Sujet,Datei-Information Thema,Proprietà file: Oggetto,ファイル情報(主題),Informação de arquivo - Assunto,Предмет информационного файла,Tema de información de archivo,Dosya bilgisi konu,Temat pliku informacji,
0,.FILEINFO_TITLE,4,16384,0,-1,0,0,VALUE,0.0,-40.0,0,1,1,25.0,1,1,,,,0,文件信息标题,bestandsinformatie Titel,File information title,Info de fichier Titre,Datei-Information Titel,Proprietà file: Titolo,ファイル情報(タイトル),Informação de arquivo - Título,Заголовок информационного файла,Título de información de archivo,Dosya bilgisi başlık,Tytuł pliku informacji,
0,.FORMBOARD_VIEW_NUMBER,1,33554432,0,-1,0,0,VALUE,0.0,-40.0,0,1,1,25.0,1,1,,,1,0,模板视图编号,formboard nummer,Formboard view number,Numéro de vue Formboard,Formboardansichtennummer,Numero vista Formboard,フォームボードビュー番号,Número de vista Formboard,Номер изображения для чертежа жгута,Número de vista Formboard,Kablaj tahtası görüntüleme numarası,Numer widoku formboard,
0,.FUNIT_SYMBOL,4,0,2048,-1,0,0,VALUE,0.0,-40.0,0,1,1,25.0,1,1,,,,0,Functional unit symbol（功能单元符号）,Functional unit symbool,Functional unit symbol,Symbole d'unité fonctionnelle,Symbol für Funktionseinheit,Simbolo unità funzionale,ファンクショナルユニットシンボル,Símbolo da unidade funciona,Символ объекта функциональной схемы,Símbolo de unidad funcional,Fonksiyonel birim sembolü,Symbol jednostki funkcjonalnej,
0,.HISTORY_DBVERS,4,16384,0,0,0,0,VALUE,0.0,-40.0,0,1,1,25.0,1,1,,,1,0,历史数据版本,tijdstip databank versie,History - database version,Historique versions de BdD,Historie - Datenbankversion,"Storico, versione database",履歴 - データベースバージョン,Histórico de versão de banco de dados,БД версий,Historial versión de base de datos,Geçmiş MU  veritabanı versiyonu,Historia - wersja bazy danych,
0,.HISTORY_LICENSE,4,16384,0,0,0,0,VALUE,0.0,-40.0,0,1,1,25.0,1,1,,,1,0,历史许可,tijdstip licentie,History - licence,Historique licences,Historie - Lizenz,"Storico, licenza",ライセンス履歴,Histórico de licença,История лицензий,Historial de licencia,Tarih lisans,Historia - licencja,
0,.HISTORY_MU_DBVERS,4,16384,0,0,0,0,VALUE,0.0,-40.0,0,1,1,25.0,1,1,,,1,0,历史 - MU 数据库版本,Geschiedenis MU databaseversie,History - MU database version,Historique Version BdD MU,Historie - MU Datenbankversion,History - Versione database MU,履歴 - MUデータベースバージョン,,Версия БД из файла Истории,Historia de versiones de base de datos multi-usuario,MU tarih veritabanı versiyonu,Historia -wersja bazy danych MU,
0,.HISTORY_MU_PRJGUID,4,16384,0,0,0,0,VALUE,0.0,-40.0,0,1,1,25.0,1,1,,,1,0,历史 - MU 项目 GUID,Historie - MU project GUID,History - MU project GUID,Historique - GUID du projet MU,Historie - MU Projekt GUID,History - GUID progetto MU,履歴 - MUプロジェクトGUID,,История - MU проект GUID,Historia - Guia proyecto MU,Geçmiş - MU proje GUID,Historia - projekt MU GUID,
0,.HISTORY_NLF,4,16384,0,0,0,0,VALUE,0.0,-40.0,0,1,1,25.0,1,1,,,1,0,历史 - NLF,Historie - NLF,History - NLF,Historique - NLF,Historie - NLF,History - NLF,履歴 - NLF,,История - NLF,Historia - NLF,Geçmiş - NLF,Historia - NLF,
0,.HISTORY_NO_LICENSE_FOUND,4,16384,0,0,0,0,VALUE,0.0,-40.0,0,1,1,25.0,1,1,,,1,0,历史-找不到授权,Historie - geen licentie gevonden,History - no licence found,Historique - aucune licence n'a pu être trouvée,Historie - keine Lizenz gefunden,Storia - nessuna licenza trovata,履歴 - ライセンスが見つかりません,História - nenhuma licença encontrada,История - лицензия не найдена,Historia - ninguna licencia encontrada,Geçmiş - Lisans bulunamadı,Historia - nie odnaleziono licencji,
0,.HISTORY_PRJGUID,4,16384,0,0,0,0,VALUE,0.0,-40.0,0,1,1,25.0,1,1,,,1,0,历史 - 项目 GUID,Historie - project GUID,History - project GUID,Historique - GUID du project,Historie - Projekt GUID,History - GUID progetto,履歴 - プロジェクトGUID,,История - GUID проекта,Historia - Guia proyecto,Geçmiş - proje GUID,Historia - projekt GUID,
0,.HISTORY_PROJECT_FIXED,4,16384,0,0,0,0,VALUE,0.0,-40.0,0,1,1,25.0,1,1,,,1,0,历史 - 项目确认,Historie - projekt gefixed,History - project fixed,Historique- projet fixé,Historie - Projekt fixiert,History - Progetto riparato,履歴 - プロジェクト確定,,История - проект фиксирован,Historia - Proyecto fijo,Geçmiş - Proje sabit,Historia - projekt naprawiony,
0,.HISTORY_PURGEVARIANTS,4,16384,0,0,0,0,VALUE,0.0,-40.0,0,1,1,25.0,1,1,,,1,0,历史 - 清除变量,Historie - varianten verwijderen,History - purge variants,Historique - purger variantes,Historie - Varianten löschen,History - Elimina Varianti,履歴 - 仕向け消去,,История - удалить варианты,Historia - Purgar variantes,Geçmiş - Varyantları temizle,Historia - usuń warianty,
0,.HISTORY_SUBCIRCUIT_IMPORT,4,16384,0,0,0,0,VALUE,0.0,-40.0,0,1,1,25.0,1,1,,,1,0,历史 - 导入子电路,Historie - deel schakeling,History - subcircuit import,Historique - importation sous-circuit,Historie - Teilschaltung Import,History - Importazione sottocircuito,履歴 - サブ回路のインポート,,История - импорт фрагмента схемы,Historia - importar subcircuito,Geçmiş - Altdevre alma,Historia - import części schematu,
0,.HISTORY_SUBCIRCUIT_UPDATE,4,16384,0,0,0,0,VALUE,0.0,-40.0,0,1,1,25.0,1,1,,,1,0,历史 - 更新子电路,Historie - update deel schakeling,History - subcircuit update,Historique - actualisation sous-circuit,Historie - Teilschaltung Update,History - Aggiornamento sottocircuito,履歴 - サブ回路の更新,,История - обновление фрагмента схемы,Historia - actualizar subcircuito,Geçmiş - Altdevre güncelleme,Historia - zauktualizuj część schematu,
0,.HISTORY_TSFETCH,4,16384,0,0,0,0,VALUE,0.0,-40.0,0,1,1,25.0,1,1,,,1,0,DF读出记录,tijdstip van DF import,History - date of reading design file,Historique date de lecture DF,Historie - Zeitpunkt DF lesen,"Storico, Data lettura DF",DF読込みの履歴日付,Histórico de data de leitura DF,Даты чтения DF,Historial fecha de lectura de DF,Tarih DF okunma tarihi,Historia - data odczytu pliku projektu,
0,.HISTORY_TSGENERATE,4,16384,0,0,0,0,VALUE,0.0,-40.0,0,1,1,25.0,1,1,,,1,0,DF写入记录,tijdstip van DF export,History - date of writing design file,Historique date d'écriture DF,Historie - Zeitpunkt DF schreiben,"Storico, Data scrittura DF",DF書込みの履歴日付,Histórico de data de escrita DF,Даты записи DF,Historial fecha de escritura de DF,Tarih DF yazma tarihi,Historia - data zapisu pliku projektu,
0,.HISTORY_TSIMPORT,4,16384,0,0,0,0,VALUE,0.0,-40.0,0,1,1,25.0,1,1,,,1,0,导入记录,tijdstip van import,History - date of importing,Historique date d'importation,Historie - Zeitpunkt importieren,"Storico, Data di importazione",インポートの履歴日付,Histórico de data de importação,Даты импорта,Historial fecha de importación,Tarih alma tarihi,Historia - data importu,
0,.HISTORY_TSMUCREATE,4,16384,0,0,0,0,VALUE,0.0,-40.0,0,1,1,25.0,1,1,,,1,0,MU创建记录,tijdstip van nieuw MU,History - date of creating MU,Historique date de création MU,Historie - Zeitpunkt MU erzeugen,"Storico, Data creazione MU",MU作成の履歴日付,Histórico de data de criação MU,Дата создания многопользовательского режима,Historial fecha de creación de MU,Tarih MU oluşturulma tarihi,Historia - data stworzenia MU,
0,.HISTORY_TSMUSAVE,4,16384,0,0,0,0,VALUE,0.0,-40.0,0,1,1,25.0,1,1,,,1,0,MU保存记录,tijdstip van MU opslag,History - date of saving MU,Historique date d'enregistrement MU,Historie - Zeitpunkt MU speichern,"Storico, Data salvataggio MU",MU保存の履歴日付,Histórico de data em que foi salvo MU,Дата сохранения многопользовательского режима,Historial fecha de guardado de MU,Tarih MU kayıt tarihi,Historia - data zapisu MU,
0,.HISTORY_TSMUSHEETS,4,16384,0,0,0,0,VALUE,0.0,-40.0,0,1,1,25.0,1,1,,,1,0,历史 - MU项目保存为单人用户项目时间,Historie datum  opslaan MU als single-user,	Hiostry - date of saving MU as single-user,Date d'historique  d'enregistrement MU comme mono-utilisateur,Historie - Zeitpunkt MU speichern als Single-user,History - data salvataggio MU come single-user,履歴 - シングルユーザとしてのMU保存日時,,Дата сохранения MU в однопользовательский проект из файла Истории,Historia de instante de guardar multi-usuario como solo-usuario,MU geçmiş tarihini tek kullanıcı olarak sakla,History - data zapisu MU dla pojedynczego użytkownika,
0,.HISTORY_TSREPAIR,4,16384,0,0,0,0,VALUE,0.0,-40.0,0,1,1,25.0,1,1,,,1,0,修复记录,tijdstip van reparatie,History - date of repairing,Historique date de réparation,Historie - Zeitpunkt reparieren,"Storico, Data riparazione",修復の履歴日付,Histórico de data de reparo,Даты восстановления,Historial fecha de reparación,Tarih tamir tarihi,Historia - data naprawy,
0,.HISTORY_TSSAVE,4,16384,0,0,0,0,VALUE,0.0,-40.0,0,1,1,25.0,1,1,,,1,0,保存记录,tijdstip van opslag,History - date of saving,Historique date d'enregistrement,Historie - Zeitpunkt speichern,"Storico, Data salvataggio",保存の履歴日付,Histórico de data em que foi salvo,Даты сохранения,Historial fecha de guardado,Tarih kayıt tarihi,Historia - data zapisu,
0,.HYPERLINK,4,-1837146113,1020,0,0,0,VALUE,0.0,-40.0,1,1,1,25.0,1,1,,,1,0,超链接,hyperlink,Hyperlink,Lien hypertexte,Hyperlink,Hyperlink,ハイパーリンク,Hyperlink,Гиперссылка,Hipervínculo,Köprü,Hyperlink,
,.INTERN,4,2101336,0,-1,0,0,VALUE,0.0,-40.0,1,0,1,20.0,1,1,,,,0,内部连接,interne verbinding,Internal connection,Connexion interne,Interne Verbindung,Connessione interna,内部接続,Conexão interna,Внутреннее соединение,Conexión interna,İç bağlantı,Wewnętrzne połączenie,
0,.INTERNAL_SYMDES,4,67108864,0,-1,0,0,VALUE,0.0,-40.0,0,1,1,25.0,1,1,,,,0,内部符号代号,interne symboolbenaming,Internal Symbol designation,Désignation interne de symbole,Interne Symbolbezeichnung,Designazione interna simbolo,内部シンボル識別名,Designação interna de Símbolo,Внутреннее обозначение символа,Designación de símbolo interna,İç Sembol atama,Wewnętrzne oznaczenie symbolu,
0,.IS_FORMBOARD_SYMBOL,1,4194304,0,-1,0,0,VALUE,0.0,-40.0,0,1,1,25.0,1,1,,,1,0,作为模板符号使用,bruikbaar voor formboard symbool,Used for formboard symbol,Utilisable en tant que symbole Formboard,als Formboardsymbol verwendbar,utilizzabile come simbolo Formboard,フォームボードシンボルとして使用可能,utilizável como símbolo formboard,применяется как символ жгута,Utilizable como símbolo de placa de producción,Kablaj tahtası sembolü olarak kullanılabilir,Używany jako symbol formboard,
5,.ISOLATE,4,1056752,0,-1,0,0,VALUE,0.0,-40.0,1,0,1,20.0,1,1,,,,0,绝缘,isolatie,Insulation,Isolation,Abisolierung,Spelatura,絶縁体,Isolamento,Изоляция,Aislamiento,İzolasyon,Izolacja,
29,.LENGTH,3,16809984,0,-1,0,0,DEFAULT,0.0,-40.0,1,0,1,20.0,1,1,,,,0,网络段长度,netsegmentlengte,Net segment length,Longueur net,Netzsegmentlänge,Lunghezza segmento di rete,ネットセグメント長,Comprimento do segmento de rede,Длина участка цепи,Longitud segmento de red,Net parça uzunluğu,Długość segmentu sieci,
48,.MasterOf,4,0,,0,0,0,,0.0,0.0,0,0,0,0.0,0,0,,,,,主,master van,Master of,Maître de,Master von,Master di,マスター,Mestre de,Мастер,Master of,Usta,Główny,
0,.MU_PROJPERM,4,16384,0,0,0,0,VALUE,0.0,-40.0,0,1,1,25.0,1,1,,,1,0,Multi-user permission（多用户权限）,Multi-user permissie,Multi-user permission,Autorisation multi-utilisateur,Multi-user-Berechtigung,Permesso multi-utente,マルチユーザ権限,Premissão de Multi-usuário,Права в в многопользовательском проекте,Permiso de usuario múltiple,Çoklu-kullanıcı izni,Zezwolenia Multi-user,
0,.NET_CLASS,4,8192,0,-1,0,0,VALUE,0.0,-40.0,0,1,1,25.0,1,1,,,,0,网络类,net klasse,Net class,Classe de réseaux,Netz Klasse,Net class,ネットクラス,Classe de rede,Категория цепи,Clase de red,Net klas,Klasa sieci,
0,.NET_NUMBER,4,8393988,0,-1,0,0,VALUE,0.0,-40.0,1,1,1,25.0,1,1,,,,0,Net number（网络号码）,net nummer,Net number,Numéro de réseau,Netznummer,Numero Net,ネット番号,Número de Rede,Номер цепи,Número de red ,Net Numarası,Numer sieci,
0,.NET_ROUTE_CODE,4,8192,0,-1,0,0,VALUE,0.0,-40.0,0,1,1,25.0,1,1,,,,0,网络路径代码,net route code,Net route code,Net route code,Netz Weg Kennzahl,Codice route della Net,ネット配線コード,Código de roteamento de rede,Код цепи,Codigo de ruta de red,Net rota kodu,Kod trasy sieci,
0,.NET_SEGMENT_NAME,4,16777216,0,-1,0,0,VALUE,0.0,-40.0,1,1,1,25.0,1,1,,,,0,Net segment name（网络线段名称）,Net segment naam,Net segment name,Nom du segment de réseau,Netzsegmentname,Nome segmento rete,ネットセグメント名,Nome do segmento de rede,Имя участка цепи,Nombre de segmento de red,Net segment adı,Nazwa segmentu sieci,
0,.NET_SPACING,4,8192,0,-1,0,0,VALUE,0.0,-40.0,0,1,1,25.0,1,1,,,,0,网络间距,net afstand,Net spacing,Distances de réseaux,Netzabstände,Distanza Net,ネット距離,Distâncias de rede,Расстояние между цепями,Distancias de red,Net mesafe,Odstępy sieci,
0,.NUMBER_OF_WINDINGS_FOR_CORES,1,2097152,0,-1,0,0,VALUE,0.0,-40.0,0,1,1,25.0,1,1,,,,0,Number of windings per meter for cores(芯线单位长度线圈数量),Number of windings per meter for,Number of windings per meter for cores (conductors),Nombre de spires par mètre pour brins,Number of windSchlagzahl pro Meter für Aderings per meter for cores,Number of windings per meter for cores,コア1メートル当たり撚り数,Número de voltas por metro do condutor,Число витков на метр для жил,Número de devanados por metro,Damarlar için hıer metredeki büküm sayısı,Ilość skręceń na jeden metr żyły,
0,.OFFSET_X,3,4194305,0,-1,0,0,VALUE,0.0,-40.0,0,1,1,25.0,1,1,,,1,0,X偏移,X offset,X-offset,Décalage X,Verschiebung X,X Offset,Xオフセット,Offset X,Смещение по X,Desplazamiento X,X Denkleştirme,X-offset,
0,.OFFSET_Y,3,4194305,0,-1,0,0,VALUE,0.0,-40.0,0,1,1,25.0,1,1,,,1,0,Y偏移,Y offset,Y-offset,Décalage Y,Verschiebung Y,Y Offset,Yオフセット,Offset Y,Смещение по Y,Desplazamiento Y,Y Denkleştirme,Y-offset,
0,.PADDRILL,3,4194304,0,-1,0,0,VALUE,0.0,-40.0,0,1,1,25.0,1,1,,,,0,焊孔直径(PCB),boordiameter van het pad (PCB),Pad Drill diameter (PCB),Diamètre de perçage Oeillet,Bohrdurchmesser am Pad (PCB),Diametro foratura pad (PCB),パッドドリル直径(PCB),Diâmetro da furação do Pad (PCB),Диаметр отверстия контактной площадки (PCB),Diámetro de perforación placa (PCB),Yatak delme çapı (PCB),Średnica otworu płytki (PCB),
0,.PIN_SYMBOL,4,320,0,-1,0,0,VALUE,0.0,-40.0,0,1,1,25.0,1,1,,,,0,连接器针脚符号,symbool voor connector pen,Symbol for Connector Pin,Symbole pour broche de connecteur,Symbol für Steckeranschlusspunkt,Simbolo per pin connettore,コネクタピン用シンボル,Símbolo para Pino de Conector,Символ вывода соединителя,Símbolo para conector de pin,Konnektör pini için sembol,Symbol dla pinu złącza,
0,.PINVIEW_SYMBOL,4,64,0,-1,0,0,VALUE,0.0,-40.0,0,1,1,25.0,1,1,,,,0,针脚视图符号,symbool voor pen aanzicht,Symbol for pin view,Symbole pour vue de broche,Symbol für Anschlusspunkt-Ansicht,Simbolo per vista pin,ピンビュー用シンボル,Símbolo para vista de pino,Символ для изображения вывода,Símbolo para vista del pin,Pin görünümü için sembol,Symbol dla widoku pinu,
85,.PLCADDR,4,4160,0,-1,0,0,VALUE,0.0,-40.0,0,1,1,25.0,1,1,,,,0,PLC 起始地址,PLC startadres,PLC starting address,Adresse de démarrage API,SPS Startadresse,PLC indirizzo iniziale,PLC開始アドレス,Endereço Inicial PLC,ПК (PLC) - Начальный адрес,Dirección de inicio PLC,PLC Başlatma adresi,Adres startu PLC,
,.PLCPHYSADDR,4,4416,0,-1,0,0,VALUE,0.0,-40.0,1,0,1,20.0,1,70,,,4,0,PLC 物理地址,PLC fysieksadres,PLC Physical address,API - Adresse physique,SPS physikalische Adresse,PLC indirizzo fisico,PLC物理アドレス,Endereço Físico PLC,ПК (PLC) - Физический адрес,Dirección físico PLC,PLC Fiziksel adresi,Fizyczny adres PLC,
79,.PREFERRED_VIEW,1,306184193,0,-1,0,0,DEFAULT,0.0,-40.0,1,0,1,25.0,1,1,,,,0,默认视图号,standaard zichtnummer,Default View Number,Numéro de vue par défaut,Standard Nummer der Ansicht,Numero vista di default,デフォルトビュー番号,Número Padrão da Vista,Номер изображения по умолчанию,Número de vista por defecto,Varsayılan Görünüm Numarası,Domyślny numer widoku,
0,.PREVIEW_SYMBOL,4,131104,16,-1,0,0,VALUE,0.0,-40.0,0,1,1,25.0,1,1,,,,0,Preview Symbol（预览符号）,preview symbool,Preview Symbol,Symbole d'aperçu,Vorschausymbol,Simbolo anteprima,プレビューシンボル,Visualização do Símbolo,Символ предв.просмотра,Vista previa de símbolo,Sembol Görünümü,Symbol podglądu,
0,.REFERENCED_PIN,4,0,65536,0,0,0,VALUE,0.0,-40.0,0,1,1,25.0,1,1,,,1,0,,Gerefereerd aansluitpunt,Referenced Pin,Broche référencée,Referenzierter Anschlusspunkt,Pin referenziato,参照されたピン,Pino referenciado,Вывод по ссылке,Pin referenciado,Refererans alınmış pin,Pin odniesienia,
0,.SAPSTATUSTEXT,4,16384,2,-1,0,0,VALUE,0.0,-40.0,1,1,1,25.0,1,1,,,,0,SAP状态,SAP status,Status SAP,État SAP,SAP Status,Stato SAP,SAPステータス,Status do SAP,Статус SAP,Estado SAP,SAP Durumu,Status SAP,
0,.SCHEMATIC_TYPE,1,306315264,16,0,0,0,VALUE,0.0,-40.0,0,1,1,25.0,1,1,,,1,0,原理图类型,schematype,Schematic Type,Type de schéma,Schematyp,Tipo schematico,配線図タイプ,Tipo de Esquemático,Тип схемы,Tipo esquemático,Şematik Tipi,Typ schematu,
0,.SORT_FORMAT_FILE,4,18432,0,-1,0,0,VALUE,0.0,-40.0,0,1,1,25.0,1,1,,,,0,排列格式文件,Sorteer bestand,sort format file,Format de tri du fichier,Sortierungsdatei,file ordinamento,フォーマットファイルの並べ替え,,сортировать файл формата,ordenar archivo de formato,Biçim dosyasını sırala,Plik formatu sortowania,
0,.STRUCTURE_NODE_EXT_NAME,4,8192,2,-1,0,0,VALUE,0.0,-40.0,1,1,1,25.0,1,1,,,,0,结构节点EXT名称,Ext. Naam van het struktuurknooppunt,Structure Node ext name,Nom ext. du noeud de structure,Ext. Name des Strukturknotens,Nodo struttura - sigla esterna,構造ノードのEXT名,Nome externo do nó de estrutura,Внешнее имя раздела структурного дерева,Nombre externo de nodo de estructura,Yapı düğümünün ext adı,Węzeł struktury nazwa zew.,
0,.STRUCTURE_NODE_ID,4,8192,2,-1,0,0,VALUE,0.0,-40.0,1,1,1,25.0,1,1,,,,0,结构节点ID,ID van het struktuurknooppunt,Structure Node ID,ID noeud de structure,ID des Strukturknotens,Nodo struttura - ID,構造ノードＩＤ,ID do nó de estrutura,Идентификатор (ID) раздела структурного дерева,ID ne nodo de estructura,Yapı düğümü ID,ID węzła struktury,
0,.STRUCTURE_NODE_VALUE,4,8192,2,-1,0,0,VALUE,0.0,-40.0,1,1,1,25.0,1,1,,,,0,结构节点值,Waarde van het struktuurknooppunt,Structure Node value,Valeur noeud de structure,Wert des Strukturknotens,Nodo struttura - valore,構造ノード値,Valor de nó de estrutura,Значение раздела структурного дерева,Valor de nodo de estructura,Yapı düğümü değeri,Wartość węzła struktury,
0,.STRUCTURE_TEMPLATE_FILE,4,16384,0,-1,0,0,VALUE,0.0,-40.0,0,1,1,25.0,1,1,,,,0,结构模板文件,structuur sjabloon map,Structure template file,Fichier de modèles structure,Vorlagendatei für Strukturierung,File Template di Struttura,構成テンプレートファイル,Arquivo de padrão de estrutura,Файл шаблона структуры,Archivo Plantilla de Estructura,Yapı şablon doayası,Plik szablonu struktury,
0,.TOPOLOGY_SYMBOL,4,32,0,-1,0,0,VALUE,0.0,-40.0,0,1,1,25.0,1,1,,,,0,Topology symbol（拓扑符号）,Topologie symbool,Topology symbol,Symbole de topologie,Topologie-Symbol,Simbolo topologico,トポロジシンボル,Topologia do Símbolo,Символ топологии,Símbolo de topología,Topoloji sembolü,Symbol topologii,
